variable,arguments,operators,expressions,loops,operands,exceptions,exception_clause,mccable_complex,id
15,0,17,17,4,15,0,0,14,75693
32,5,64,64,11,50,1,0,49,75739
27,2,87,87,7,42,0,1,54,54064
22,26,137,137,9,90,7,1,68,64128
15,1,40,40,8,22,0,0,21,38345
23,8,71,71,6,58,0,2,43,45675
17,1,57,57,9,22,2,0,24,71280
41,4,71,71,9,57,1,1,66,40924
11,5,10,10,1,14,0,1,8,74578
38,7,241,241,23,60,1,2,153,55225
5,1,9,9,2,6,0,0,7,64981
18,9,50,50,7,50,0,2,42,50027
5,2,7,7,1,8,0,0,9,46409
32,6,44,44,8,30,1,0,39,70868
18,5,57,57,6,38,6,1,33,74082
5,1,3,3,1,6,0,0,4,58417
22,4,154,154,11,36,1,0,111,73747
12,1,37,37,4,17,0,3,20,74128
2,1,1,1,0,3,0,0,3,55675
25,8,63,63,12,55,0,0,45,57648
13,1,34,34,6,17,0,0,37,49656
18,2,43,43,4,25,1,1,55,54967
5,1,7,7,2,6,1,0,5,65739
21,1,76,76,7,22,1,0,25,73317
14,3,30,30,5,18,0,0,12,58047
6,1,4,4,2,7,0,0,7,39554
9,1,11,11,3,12,0,0,11,44571
16,1,46,46,2,16,0,0,11,41289
12,4,18,18,2,16,0,0,9,72910
17,0,79,79,13,29,2,2,57,73602
41,7,104,104,15,71,2,1,89,40861
6,1,7,7,2,7,0,0,5,50498
2,1,0,0,0,5,0,0,2,66953
1,1,6,6,0,2,0,0,7,50532
12,6,41,41,2,19,0,0,11,58102
8,4,14,14,1,20,0,1,18,41323
23,3,182,182,21,45,5,2,96,70887
15,5,76,76,10,29,0,1,39,76050
4,1,14,14,1,5,0,0,7,65386
27,12,65,65,12,56,0,1,66,54822
6,1,9,9,1,8,0,0,4,49713
13,7,27,27,3,28,3,1,25,51773
4,1,1,1,0,7,0,0,1,66400
22,3,43,43,7,37,0,2,36,50861
10,1,11,11,2,11,0,0,8,38650
22,7,69,69,9,59,1,0,37,72013
16,2,42,42,4,27,1,1,51,40162
38,20,71,71,12,76,0,1,67,48552
79,36,133,133,15,156,0,1,120,63602
7,1,7,7,2,8,0,0,6,51289
9,1,7,7,0,10,0,0,1,51323
7,1,17,17,2,11,0,0,6,75386
18,1,17,17,5,28,0,0,20,44822
37,9,82,82,11,66,0,1,60,59713
24,21,96,96,3,69,1,0,42,58801
49,11,93,93,11,80,0,2,64,38200
25,8,68,68,9,39,1,0,37,70184
8,1,6,6,0,7,0,0,3,54121
30,8,75,75,8,42,0,0,48,48102
25,1,57,57,12,34,5,1,46,75113
18,18,41,41,3,45,0,0,26,59586
331,240,852,852,182,793,8,2,711,61500
33,17,86,86,8,81,0,5,67,64702
12,1,17,17,5,13,0,0,17,43888
23,9,75,75,11,49,2,1,72,47062
21,14,73,73,17,61,1,3,67,75543
4,1,3,3,1,5,0,0,5,43922
16,5,36,36,2,31,0,2,40,42630
1,1,2,2,0,2,0,0,1,61150
6,1,7,7,2,7,0,0,7,56223
3,1,4,4,0,4,0,0,5,63497
35,7,115,115,17,58,1,2,95,64352
3,1,23,23,3,9,1,0,16,71853
19,2,58,58,11,50,1,2,39,68721
58,11,42,42,10,56,1,1,35,43471
18,15,91,91,8,55,0,1,64,57062
145,100,363,363,65,285,0,2,260,53888
8,1,10,10,2,9,0,0,5,49586
16,6,52,52,7,30,0,1,45,46673
30,2,94,94,8,37,2,1,26,73497
24,3,66,66,7,40,0,1,57,43021
33,12,134,134,8,53,1,0,82,68371
13,4,26,26,3,18,2,0,11,67084
1,1,2,2,0,2,0,0,1,57432
15,1,15,15,3,12,0,0,11,53922
3,1,5,5,0,4,0,0,1,50318
19,1,48,48,6,26,0,0,50,73478
36,10,67,67,11,57,2,0,34,41509
17,1,58,58,7,27,5,2,39,75955
32,3,97,97,10,52,7,0,37,74647
85,18,120,120,32,141,10,0,121,69976
13,1,22,22,3,10,0,0,16,49139
8,1,2,2,0,4,0,0,5,62269
84,8,105,105,17,76,0,1,60,60254
11,1,5,5,1,8,0,0,3,52775
34,30,88,88,12,151,0,1,104,53867
6,1,6,6,2,7,0,0,7,65406
24,6,55,55,10,45,1,0,25,73028
18,4,38,38,6,26,1,0,21,74217
14,5,6,6,1,22,0,1,10,58682
331,55,874,874,190,551,3,2,613,41159
4,1,9,9,1,5,1,0,3,39391
16,1,7,7,1,12,0,0,6,49569
5,1,9,9,2,10,1,0,9,61916
5,1,9,9,2,6,0,0,7,57577
18,1,43,43,5,27,0,0,15,63182
21,8,59,59,11,43,0,1,59,51509
13,3,31,31,4,21,0,0,31,65955
27,2,35,35,9,28,1,0,26,72269
11,1,11,11,1,12,0,0,9,59139
23,6,93,93,1,31,0,1,29,70254
21,1,44,44,3,29,0,0,32,47127
28,5,53,53,11,36,2,0,35,73881
11,3,20,20,3,18,0,1,20,42325
17,7,46,46,6,37,5,1,30,75056
1,1,0,0,0,2,0,0,1,56736
5,1,6,6,1,6,0,0,3,55819
12,1,17,17,5,13,0,0,13,48728
2,1,0,0,0,5,1,0,1,66380
3,1,2,2,0,4,1,0,1,47577
29,10,57,57,8,41,0,1,28,59569
5,1,5,5,1,6,0,0,5,48378
13,1,20,20,4,35,0,0,13,63028
33,10,105,105,16,58,1,2,93,56366
12,1,56,56,4,13,0,0,15,44072
6,2,9,9,2,9,0,0,10,39542
3,1,4,4,0,4,0,0,3,55399
2,1,1,1,0,3,0,0,3,55663
1,0,1,1,0,1,0,0,0,48952
17,5,36,36,9,27,0,0,27,76103
23,1,56,56,2,24,0,0,13,41270
10,1,10,10,2,11,0,0,9,44588
36,4,116,116,8,57,0,0,73,73751
18,7,53,53,5,39,1,0,32,50031
39,8,150,150,17,61,0,1,103,55233
20,2,39,39,3,29,2,1,52,49210
20,2,51,51,5,31,1,1,59,41620
332,239,826,826,184,787,8,2,710,40932
30,5,106,106,6,50,0,0,65,45663
8,21,40,40,1,53,0,0,45,58952
15,8,28,28,4,41,1,0,16,72510
7,1,10,10,2,8,1,0,8,51270
12,1,20,20,4,13,0,0,10,63301
10,5,61,61,5,23,0,0,26,72140
6,1,4,4,2,9,0,0,4,59210
12,1,19,19,3,21,5,2,19,75685
63,11,52,52,10,60,1,1,35,38703
13,1,22,22,3,15,0,0,9,66553
7,1,2,2,0,4,0,0,1,62843
25,2,73,73,9,27,0,0,36,64094
27,12,79,79,15,50,0,2,81,63751
30,9,43,43,7,56,0,0,27,63244
26,1,81,81,13,31,0,0,41,48114
31,3,59,59,1,10,0,0,36,61279
8,1,4,4,0,5,0,0,3,54137
6,1,3,3,1,15,0,0,4,40524
27,1,33,33,5,17,0,0,32,38216
5,0,8,8,1,21,0,2,8,75390
13,7,29,29,5,32,0,0,28,44834
28,3,64,64,13,38,0,3,40,70468
42,4,84,84,8,53,0,1,60,60891
3,1,3,3,0,4,0,0,1,61783
13,1,5,5,2,6,0,0,6,54567
2,0,4,4,0,2,0,0,0,62906
15,1,1,1,0,6,0,0,1,42149
23,9,45,45,11,70,5,1,44,69219
9,2,24,24,5,12,0,0,20,59355
33,6,81,81,12,54,5,1,49,72005
10,1,32,32,4,11,1,0,17,45376
281,240,750,750,146,758,6,2,607,50877
50,19,87,87,17,92,0,1,63,53758
16,3,4,4,0,8,0,0,3,49705
11,4,16,16,2,27,0,1,26,56809
9,1,12,12,4,13,0,0,10,48817
13,5,20,20,7,21,2,0,18,76046
32,5,137,137,19,37,0,0,101,70891
21,4,29,29,6,48,0,0,18,68058
3,1,1,1,0,4,0,0,1,44137
23,13,51,51,7,64,6,1,41,73244
12,7,69,69,6,32,0,1,35,71279
2,1,0,0,0,3,0,0,2,66945
5,1,4,4,2,6,0,0,5,52519
7,1,10,10,3,8,0,0,9,50524
8,2,11,11,2,23,0,0,9,60038
9,1,10,10,2,10,0,0,8,40877
71,1,90,90,2,44,1,0,12,73614
13,1,11,11,4,14,0,0,11,44567
2,1,4,4,0,3,0,0,2,39057
7,0,5,5,1,9,0,1,4,52149
2,1,2,2,0,4,0,0,1,50174
3,1,5,5,1,5,0,0,3,52667
11,2,13,13,6,14,0,0,13,53975
22,1,29,29,6,23,1,0,22,51948
18,4,59,59,3,30,1,0,42,65514
3,1,2,2,0,4,0,0,1,39779
26,2,28,28,3,47,1,0,24,71107
58,22,154,154,18,91,0,1,106,58790
34,9,72,72,12,73,0,1,67,43076
4,1,1,1,1,9,0,0,3,60716
11,1,25,25,2,14,0,0,20,63839
32,4,90,90,12,54,2,1,69,57465
36,9,68,68,9,43,5,1,61,71557
19,9,44,44,7,35,0,1,38,46624
75,42,128,128,13,182,0,1,152,39329
5,1,3,3,1,6,1,0,3,43426
17,1,35,35,7,21,2,1,21,68776
24,4,115,115,9,39,0,2,56,75847
12,1,16,16,5,14,0,0,11,74755
9,1,14,14,2,10,0,0,8,57035
18,2,40,40,3,30,2,1,43,49882
31,5,112,112,4,37,0,1,25,73839
11,1,27,27,4,12,0,0,13,47465
50,6,179,179,24,78,1,2,113,70716
6,1,7,7,1,7,1,0,6,38492
62,13,67,67,16,76,0,5,71,69537
6,5,30,30,0,14,0,0,17,56274
1,0,0,0,0,1,0,0,0,53426
22,21,54,54,9,53,0,0,61,47035
27,7,51,51,6,54,1,6,32,69167
23,3,55,55,10,40,5,1,40,75144
8,3,19,19,3,12,1,0,13,56624
56,23,107,107,17,90,0,1,88,61557
27,2,67,67,11,46,0,1,54,66292
20,21,51,51,9,51,0,0,61,57936
24,5,49,49,13,32,1,0,40,72394
24,5,52,52,6,31,5,0,29,69472
9,1,6,6,3,10,0,0,7,67895
11,1,16,16,4,19,0,0,8,63585
12,0,22,22,3,15,1,0,9,70653
4,1,15,15,2,5,0,0,7,65902
6,4,9,9,1,11,0,0,6,70203
31,8,92,92,12,50,0,2,49,42688
10,2,34,34,6,23,4,1,21,73585
11,6,27,27,4,20,2,0,23,74240
14,1,11,11,4,37,0,0,12,68263
9,1,12,12,3,10,0,0,10,61941
17,16,26,26,11,72,0,2,43,65451
9,1,12,12,3,10,0,0,9,62394
20,5,68,68,6,33,0,1,62,53830
12,1,32,32,4,12,0,0,10,68799
27,10,62,62,10,48,0,2,41,46331
19,9,44,44,5,40,0,4,31,71042
22,3,32,32,5,20,1,0,14,75902
13,7,27,27,6,27,0,0,22,43563
338,252,882,882,194,840,8,2,747,38884
17,1,33,33,4,18,0,0,19,74610
6,1,8,8,1,6,0,0,7,52688
33,15,73,73,12,72,0,1,79,57170
5,1,7,7,1,6,0,0,5,46761
9,1,15,15,1,10,0,0,14,62814
16,10,49,49,4,30,0,0,20,48456
3,1,4,4,0,4,0,0,6,63706
13,3,28,28,5,38,0,0,19,40066
21,1,74,74,12,40,0,0,48,75328
34,2,82,82,11,47,1,1,68,39846
22,4,25,25,6,28,1,0,17,72117
18,1,48,48,7,38,0,2,29,45264
9,1,7,7,1,14,5,1,10,66504
6,1,12,12,1,7,0,0,7,52958
38,20,80,80,15,91,0,2,71,51677
5,1,3,3,1,6,1,0,3,63356
21,2,47,47,6,40,2,0,39,70080
15,4,51,51,3,35,1,0,37,75778
11,1,48,48,1,12,0,0,21,72547
30,39,94,94,11,81,0,5,73,59617
4,1,5,5,0,5,0,0,5,51227
12,1,20,20,6,13,1,0,20,66154
16,3,87,87,2,30,0,2,60,61691
2,1,2,2,0,3,0,0,3,64169
8,1,10,10,2,9,0,0,7,57259
4,1,0,0,0,5,0,0,1,55264
7,1,15,15,2,8,0,0,7,41677
19,2,52,52,5,28,1,1,55,42958
16,3,38,38,6,39,6,0,28,74539
7,1,2,2,1,4,0,0,3,39145
50,3,92,92,10,42,2,0,62,70829
20,12,40,40,5,43,6,1,36,72814
29,7,84,84,10,51,2,1,75,46448
4,1,2,2,0,7,0,0,2,65328
4,1,5,5,1,5,0,0,4,54926
24,5,82,82,11,41,11,0,42,48905
1,1,1,1,0,2,0,0,1,57609
58,19,125,125,25,95,13,0,118,71691
19,0,34,34,8,19,1,0,25,70983
19,1,26,26,6,20,0,0,13,39515
18,3,37,37,7,27,1,0,25,73356
20,1,48,48,10,21,0,0,36,74493
2,1,1,1,0,3,0,0,1,66857
26,7,76,76,8,39,2,1,40,74186
22,21,54,54,9,53,0,0,65,58513
13,3,67,67,6,29,5,1,36,73643
3,1,1,1,0,4,0,0,2,39000
11,1,29,29,2,12,0,0,14,49302
13,5,32,32,4,28,0,1,33,62052
8,5,22,22,4,24,0,0,18,41732
5,1,114,114,0,8,0,0,109,44160
12,5,16,16,3,17,0,0,11,54863
41,4,43,43,8,22,0,0,35,55771
10,9,23,23,4,20,0,0,22,48840
6,2,6,6,1,10,0,0,6,39903
17,8,38,38,5,61,1,2,32,75797
44,8,104,104,17,78,0,1,92,45321
7,3,12,12,2,11,0,0,12,38611
27,1,93,93,11,37,2,0,78,50820
15,1,14,14,1,11,0,0,5,66441
8,1,16,16,3,9,0,0,11,51732
14,1,21,21,3,12,0,0,11,48513
33,14,86,86,11,77,2,1,78,40123
10,2,13,13,2,19,0,1,18,38241
4,1,5,5,0,3,0,0,2,45771
9,1,2,2,1,6,0,0,3,58840
9,1,10,10,0,6,0,0,5,59752
6,1,7,7,2,7,0,0,5,48143
4,1,0,0,0,5,0,0,2,63213
15,4,35,35,5,35,0,2,30,54160
11,4,14,14,3,20,0,1,11,51698
14,1,45,45,10,18,0,0,33,45900
3,1,12,12,0,4,0,0,13,59923
13,2,31,31,5,30,1,0,16,68287
3,1,8,8,0,4,1,0,9,39322
8,1,7,7,1,9,1,0,3,62370
16,1,16,16,4,12,0,0,15,50651
16,1,27,27,6,29,5,2,24,57194
17,1,22,22,4,14,0,0,13,43587
162,109,385,385,73,331,0,2,272,44242
5,1,5,5,0,6,0,0,6,58261
25,8,16,16,2,51,0,0,18,41040
9,1,29,29,1,10,0,0,26,49470
9,1,19,19,2,12,0,0,11,63832
13,5,43,43,3,24,0,0,15,66763
10,1,10,10,3,14,0,0,10,51410
12,6,51,51,9,30,1,3,36,73998
13,5,39,39,3,29,0,1,39,49923
16,11,25,25,1,35,0,1,27,54612
15,11,24,24,7,32,0,0,25,55900
24,9,68,68,7,45,0,1,61,48631
11,1,14,14,2,13,0,0,10,63561
18,9,68,68,5,38,0,1,34,56785
30,6,68,68,11,54,0,1,65,66333
11,3,34,34,3,15,0,0,16,45453
0,2,4,4,0,7,0,0,5,73832
22,1,48,48,4,37,6,0,30,72720
24,2,51,51,13,30,0,0,42,59470
21,1,51,51,9,18,0,0,21,40651
22,16,52,52,13,89,1,2,71,38499
311,110,754,754,170,598,3,2,601,47194
11,3,16,16,2,17,0,0,9,54242
4,1,5,5,0,5,0,0,1,42379
21,6,33,33,8,29,0,0,27,49866
2,1,4,4,0,3,1,0,1,53092
11,1,20,20,4,19,0,2,17,48774
2,2,21,21,1,7,0,0,6,57878
7,1,20,20,5,9,0,0,14,61419
2,1,4,4,0,3,0,0,1,66626
3,1,3,3,0,4,0,0,3,51555
4,1,11,11,1,5,0,0,3,56290
8,3,17,17,3,13,0,0,12,67934
30,5,54,54,7,35,6,2,47,70208
17,2,41,41,4,28,0,1,46,59165
21,5,97,97,5,35,0,1,43,42683
7,1,22,22,1,8,0,0,7,45146
2,1,0,0,0,5,1,0,1,42729
9,1,32,32,3,10,0,0,26,63074
8,4,9,9,3,17,0,1,12,61049
12,4,39,39,8,23,0,0,25,54307
20,0,8,8,0,17,0,0,0,51105
3,1,3,3,1,5,0,0,5,53138
13,0,21,21,3,12,0,0,7,69183
10,8,29,29,5,31,0,3,31,59535
20,1,27,27,11,17,0,0,28,41555
12,1,21,21,4,13,0,0,13,43568
4,1,1,1,0,5,0,0,1,60208
3,1,9,9,0,4,0,0,7,49165
43,1,12,12,6,22,0,0,11,53991
21,2,44,44,5,30,1,1,42,52379
10,8,73,73,4,27,1,1,37,73424
3,1,3,3,0,4,0,0,7,47878
8,1,10,10,2,9,1,0,4,39267
138,104,314,314,63,284,0,2,244,44757
73,42,219,219,25,196,0,1,188,68268
20,11,42,42,8,50,0,2,37,60658
3,1,6,6,0,4,0,0,5,62665
30,15,111,111,12,74,0,1,85,63977
4,1,3,3,1,5,0,0,3,55516
1,1,2,2,0,2,0,0,1,67467
2,1,2,2,0,3,0,0,2,39637
14,1,44,44,6,18,0,2,14,68792
34,1,142,142,6,38,4,0,85,73074
20,4,58,58,10,53,0,3,32,69880
67,58,187,187,10,155,0,1,104,71049
11,1,7,7,1,8,0,1,7,56013
30,12,65,65,11,113,0,1,48,68842
7,1,18,18,1,10,0,0,5,42400
14,2,27,27,6,17,0,1,21,75289
16,5,34,34,5,31,0,0,29,46910
29,10,39,39,11,84,1,1,28,60988
2,1,2,2,0,3,0,0,5,64162
18,1,46,46,7,26,4,0,23,69300
48,24,222,222,25,95,1,2,155,42050
23,4,85,85,12,40,1,1,46,70121
8,3,14,14,2,9,0,0,10,52953
5,1,9,9,2,7,0,0,7,64532
7,1,11,11,0,8,0,0,3,54184
33,13,112,112,17,77,0,1,97,53641
98,71,471,471,44,237,1,2,299,65289
6,1,8,8,2,7,0,0,5,56910
1,1,2,2,0,4,0,0,1,57602
25,10,71,71,7,40,1,0,36,74162
6,1,2,2,0,8,0,0,1,43211
12,1,20,20,3,13,0,0,7,52400
17,1,3,3,1,6,0,0,4,64861
24,7,80,80,7,43,0,2,29,57252
40,1,14,14,2,10,0,0,8,44184
14,1,38,38,6,18,0,0,18,43641
47,12,109,109,20,73,1,2,97,46443
8,5,15,15,2,20,0,1,16,65323
30,3,79,79,10,72,0,2,56,52050
8,1,12,12,2,9,0,0,7,41693
3,1,2,2,0,4,0,0,1,40981
20,2,70,70,3,22,1,0,12,71225
27,5,84,84,12,49,0,1,54,58148
9,1,10,10,2,10,0,0,9,55280
66,16,59,59,12,71,1,1,52,66919
286,209,694,694,162,687,8,2,624,49759
26,1,24,24,5,17,0,0,24,62409
7,3,21,21,2,13,0,0,11,54868
1,0,3,3,0,2,0,0,2,60434
28,4,24,24,4,24,0,1,28,50082
5,1,11,11,2,6,0,0,7,68004
13,3,30,30,4,15,1,0,17,71675
14,1,62,62,5,15,1,0,17,73648
15,1,39,39,5,16,0,0,23,46506
66,18,187,187,35,120,2,1,169,52115
14,5,25,25,4,27,0,1,23,57317
3,1,2,2,0,4,0,0,4,60064
23,1,35,35,9,44,0,0,31,68454
4,3,2,2,0,8,0,0,2,43704
18,13,61,61,8,42,21,0,64,74477
53,3,65,65,7,77,2,1,66,40082
33,8,47,47,10,70,3,0,37,72409
3,1,2,2,1,4,0,0,2,59759
15,7,57,57,5,28,0,0,37,70434
5,1,8,8,1,6,0,0,4,53354
64,13,56,56,10,72,1,1,48,51369
37,10,102,102,20,70,0,0,90,50981
6,1,6,6,0,7,1,0,2,61225
34,10,99,99,14,60,2,1,95,56156
17,3,11,11,2,48,0,0,11,47317
13,1,18,18,1,15,0,0,7,64477
28,2,51,51,4,47,2,1,67,52816
13,1,8,8,1,10,0,0,3,56506
17,9,59,59,6,63,4,0,39,60967
32,7,98,98,9,54,2,1,69,61675
24,5,24,24,4,78,0,2,29,40128
18,5,27,27,7,43,0,0,23,69245
25,1,44,44,6,26,0,0,31,41914
5,1,4,4,1,8,0,2,3,75548
21,7,32,32,5,35,0,2,44,43929
3,1,0,0,0,4,0,0,1,40606
21,3,23,23,5,44,0,0,11,48236
28,5,57,57,9,49,0,1,34,63166
6,1,10,10,2,11,0,0,10,56228
4,1,54,54,0,5,0,0,37,51017
8,5,17,17,0,26,0,0,12,64359
31,30,65,65,15,113,0,0,59,47439
11,1,6,6,3,10,1,0,7,38134
31,1,115,115,13,55,0,0,82,71858
79,11,142,142,27,123,1,0,99,72777
1,1,2,2,0,2,0,0,2,47593
13,8,31,31,6,26,0,0,25,40256
19,1,50,50,10,28,7,0,36,75118
12,4,29,29,2,24,0,1,18,54645
11,24,49,49,5,43,0,0,34,49974
9,1,41,41,5,10,0,0,17,63536
7,1,7,7,0,8,0,0,1,48666
24,9,66,66,9,87,4,0,43,64709
6,1,7,7,2,7,0,0,5,51447
3,1,4,4,0,4,0,0,3,67826
8,1,8,8,2,9,1,0,7,43883
48,11,78,78,15,53,0,0,64,72327
3,1,0,0,0,3,0,0,1,42791
8,1,9,9,2,9,0,0,7,47069
20,6,49,49,6,24,0,0,37,74359
21,1,55,55,5,28,0,0,36,41017
2,1,2,2,0,3,0,0,4,55404
24,4,48,48,7,27,0,2,54,61858
41,9,60,60,4,24,0,2,41,50606
157,111,375,375,72,321,0,2,274,51914
2,1,2,2,1,3,0,0,3,67575
19,8,51,51,7,40,0,1,53,44215
5,1,7,7,0,6,0,0,9,39725
26,11,84,84,13,63,1,3,70,68680
7,1,8,8,0,8,0,0,1,46228
45,0,77,77,12,44,1,1,52,73166
14,6,15,15,3,22,0,0,13,58236
23,3,47,47,4,42,0,2,33,46382
8,1,11,11,3,9,0,0,7,69838
8,1,18,18,4,9,0,0,16,57069
9,1,19,19,2,10,0,0,9,55054
8,1,19,19,1,9,0,0,8,65118
1,0,0,0,0,1,0,0,0,57593
5,1,5,5,1,7,1,0,4,50256
112,31,250,250,31,158,17,4,142,58666
10,1,15,15,3,11,0,0,9,43180
20,2,51,51,5,35,2,1,53,59974
34,17,125,125,11,75,1,1,127,67430
4,1,2,2,0,5,0,0,1,49098
11,3,28,28,5,27,0,2,29,43495
22,4,57,57,6,28,0,0,20,73023
3,5,8,8,1,13,0,0,4,47985
13,1,17,17,2,16,0,0,20,58689
18,5,67,67,6,31,0,1,52,46697
5,0,0,0,0,1,0,0,0,41152
4,1,7,7,2,5,0,0,6,62632
11,1,8,8,0,13,0,0,1,52284
14,2,22,22,3,16,0,0,13,67060
14,4,9,9,1,19,0,0,12,62798
49,49,101,101,13,257,5,0,118,73473
52,14,144,144,18,104,0,2,91,58723
68,28,218,218,9,139,1,0,144,68395
13,4,7,7,1,17,0,1,11,44700
25,10,53,53,8,47,0,1,45,73189
46,22,112,112,12,113,0,2,70,56697
3,1,3,3,0,4,1,0,2,51152
7,1,19,19,3,8,0,0,13,66221
12,1,37,37,2,17,0,0,10,48689
228,172,570,570,110,536,6,2,469,45541
27,5,65,65,13,41,6,1,46,73920
21,2,41,41,4,27,1,1,51,59098
35,20,81,81,13,72,0,1,76,63023
8,1,12,12,1,9,0,0,9,53495
46,10,122,122,21,82,0,1,99,63189
8,2,19,19,3,18,4,0,15,69584
38,4,129,129,11,55,1,1,67,72798
4,1,4,4,0,5,0,0,1,49831
23,3,52,52,8,39,0,2,48,54700
8,1,15,15,2,9,0,0,7,55812
12,2,30,30,5,25,0,0,22,63473
11,1,17,17,4,12,0,0,15,46414
9,1,11,11,3,10,1,0,7,44429
22,5,90,90,11,29,2,0,41,70875
5,1,2,2,0,6,0,0,1,55238
3,1,18,18,0,4,0,0,20,57205
16,4,44,44,7,24,0,0,28,68546
25,2,55,55,6,41,1,1,55,40939
7,13,24,24,2,31,21,0,39,74565
5,2,9,9,2,9,0,0,10,39549
33,3,59,59,15,45,1,1,36,71337
2,1,0,0,0,7,0,0,1,64836
9,1,12,12,2,17,0,0,6,60526
7,1,26,26,4,12,1,0,11,74135
10,3,20,20,2,19,1,1,19,68116
21,2,32,32,2,31,1,0,18,70176
6,2,11,11,0,13,0,0,6,50939
6,13,25,25,2,23,0,0,25,64565
53,49,207,207,25,218,0,0,145,66558
30,1,80,80,6,46,0,4,44,53616
9,1,0,0,0,6,0,0,1,54429
3,3,4,4,0,8,0,0,3,61767
12,3,42,42,7,40,1,4,35,75374
205,150,492,492,100,460,4,2,416,40190
5,1,9,9,1,6,0,0,7,58959
3,1,4,4,0,4,0,0,3,47655
11,8,23,23,3,19,1,0,19,46947
2,1,2,2,0,3,0,0,5,64135
25,3,40,40,6,39,0,2,34,50893
5,1,3,3,1,6,0,0,5,56044
4,1,6,6,0,4,0,0,3,51781
12,1,33,33,5,20,5,1,18,68815
14,7,31,31,3,30,7,0,27,75724
105,8,142,142,20,77,2,1,101,45392
9,1,36,36,4,10,0,0,9,42457
43,43,131,131,14,180,0,1,147,51294
10,1,16,16,2,11,1,0,7,61622
6,1,8,8,2,6,0,0,9,45687
15,2,43,43,4,25,0,1,53,44995
10,1,28,28,5,17,4,1,21,70033
7,1,7,7,1,8,0,0,7,47340
338,260,941,941,189,828,8,2,746,64420
55,13,176,176,26,96,2,1,131,53753
3,0,4,4,0,3,0,0,2,61272
7,1,21,21,2,19,8,0,16,70199
25,0,43,43,11,21,1,3,37,75661
52,27,146,146,11,128,3,0,149,68950
33,15,87,87,12,65,0,1,67,42512
3,3,8,8,1,6,0,0,6,47710
26,2,70,70,14,34,3,1,51,70463
2,1,3,3,0,3,0,0,1,61788
22,9,90,90,8,48,5,0,40,64070
3,1,4,4,1,4,0,0,5,57340
1,1,1,1,0,2,0,0,2,50485
7,1,12,12,2,12,0,0,11,60033
19,9,62,62,4,51,0,0,32,41294
12,1,29,29,4,23,1,0,14,70930
11,4,27,27,4,25,9,0,17,46551
24,1,59,59,13,34,0,2,50,65231
70,23,65,65,7,78,6,1,56,55687
4,0,3,3,0,4,0,0,3,56802
8,1,10,10,3,9,0,0,7,74070
34,7,85,85,12,74,0,6,79,68053
5,1,14,14,3,6,0,0,7,46101
17,2,31,31,8,24,1,0,26,71272
4,1,3,3,0,4,0,0,1,43196
50,12,104,104,20,79,1,0,72,58670
12,1,20,20,1,6,0,0,3,49061
9,1,12,12,1,10,0,0,9,53895
5,1,5,5,1,6,0,0,3,52787
5,1,7,7,0,6,0,0,9,39699
13,1,21,21,4,10,1,0,15,46394
43,3,61,61,9,41,1,0,43,73170
3,1,14,14,1,4,0,0,11,44203
34,2,67,67,8,38,0,0,46,68696
18,3,43,43,4,33,0,0,30,51902
37,18,59,59,5,69,0,1,74,62761
35,5,87,87,20,66,0,1,82,67099
4,1,3,3,0,6,1,0,1,42787
13,11,45,45,8,53,0,2,36,45042
7,1,10,10,2,8,0,0,7,38572
8,1,7,7,1,9,0,0,7,43895
24,4,73,73,9,38,0,0,43,72331
22,2,70,70,8,35,0,1,58,59061
1,1,0,0,0,2,0,0,1,56394
46,1,170,170,23,59,0,1,101,54653
6,1,15,15,0,7,0,0,17,53196
9,1,14,14,3,10,0,0,7,40240
8,1,5,5,2,11,1,0,5,72761
108,6,200,200,4,126,0,5,68,73873
13,1,28,28,6,23,6,2,26,69087
10,1,8,8,1,7,0,0,8,38122
6,1,10,10,1,6,0,0,11,45412
76,43,125,125,13,185,0,1,151,66372
5,1,9,9,0,6,0,0,4,54203
9,1,8,8,1,8,0,0,3,66688
13,1,19,19,6,14,1,0,13,41902
1,1,1,1,0,2,0,0,2,61458
273,234,730,730,141,746,6,2,595,63465
306,123,748,748,169,611,3,2,605,42338
19,4,44,44,5,35,0,1,48,45107
11,2,10,10,2,16,1,0,9,69592
58,16,107,107,18,78,0,0,71,72274
24,4,24,24,6,34,1,1,28,70249
12,1,11,11,0,5,0,0,3,67975
13,6,34,34,3,36,1,0,32,61008
3,1,5,5,1,4,0,0,4,48365
53,0,100,100,21,59,0,2,63,47090
50,4,129,129,13,63,1,1,95,69438
3,1,4,4,0,4,0,0,1,42768
6,2,17,17,3,15,6,0,14,72624
7,1,1,1,0,4,0,0,1,57993
7,1,11,11,2,8,0,0,5,66237
5,1,9,9,1,6,0,0,8,53179
15,1,20,20,3,16,0,0,9,60249
4,3,9,9,1,16,0,2,11,43529
18,2,36,36,3,27,2,1,53,41514
12,1,42,42,6,21,5,1,30,75948
0,11,66,66,0,37,0,0,55,68383
19,3,8,8,2,29,0,0,7,59827
4,1,1,1,1,5,0,0,3,39226
21,4,53,53,9,32,0,3,31,71458
29,5,50,50,8,64,5,0,45,73465
14,3,28,28,5,20,2,0,19,58735
9,1,26,26,3,10,0,0,11,50305
17,2,41,41,3,21,0,0,17,67076
3,1,1,1,1,4,0,0,3,55557
